power,T,MOMF,DIRECTION32,WS30,WS31,WS32,WS10,WS10S,DIRECTION30,DIRECTION31,DIR10,DIR10S,MSLP,CLC,SENF,LATF,SWR,LWR,PS,PRT,PRL,PRC,T2M,RH2M
40,279.03,0.14,198.8,9.32,7.84,5.52,3.59,3.99,209.99,201.27,204.27,203.5,1017.69,47.17,-9.29,36.48,1.43,-68.35,863.78,0,0,0,278.07,42.77
40,278.88,0.15,200.63,9.62,8.02,5.67,3.68,4.08,211.86,203.26,204.9,204.23,1017.7,46.1,-9.52,37.14,1.42,-68.51,863.75,0,0,0,277.98,43.66
41,278.74,0.16,202.46,9.93,8.21,5.81,3.76,4.17,213.72,205.25,205.53,204.95,1017.71,45.03,-9.75,37.79,1.42,-68.67,863.72,0,0,0,277.88,44.55
43,278.59,0.17,204.29,10.23,8.39,5.96,3.85,4.26,215.59,207.24,206.16,205.68,1017.72,43.96,-9.98,38.45,1.41,-68.83,863.69,0,0,0,277.79,45.45
41,278.46,0.18,206.46,10.46,8.49,6.04,3.93,4.34,217.67,209.46,207.27,206.86,1017.75,42.17,-10.12,39.04,1.41,-69.05,863.66,0,0,0,277.69,46.49
39,278.33,0.18,208.98,10.61,8.53,6.05,4,4.42,219.97,211.9,208.84,208.5,1017.78,39.66,-10.17,39.55,1.41,-69.31,863.65,0,0,0,277.59,47.68
39,278.21,0.2,211.49,10.76,8.55,6.06,4.07,4.49,222.27,214.33,210.41,210.15,1017.82,37.15,-10.22,40.07,1.4,-69.58,863.64,0,0,0,277.5,48.88
39,278.08,0.2,214.01,10.91,8.58,6.07,4.14,4.57,224.57,216.77,211.98,211.79,1017.85,34.64,-10.27,40.58,1.4,-69.85,863.63,0,0,0,277.4,50.07
34,277.98,0.21,216.34,11.07,8.66,6.14,4.2,4.63,226.75,219.06,213.55,213.41,1017.85,31.98,-10.25,40.94,1.4,-70.7,863.58,0,0,0,277.31,51.17
30,277.89,0.22,218.47,11.22,8.78,6.27,4.24,4.67,228.82,221.22,215.12,215.02,1017.81,29.17,-10.16,41.15,1.39,-72.12,863.51,0,0,0,277.24,52.17
27,277.81,0.22,220.6,11.37,8.91,6.4,4.28,4.72,230.89,223.37,216.69,216.62,1017.76,26.36,-10.07,41.36,1.39,-73.55,863.43,0,0,0,277.16,53.18
35,277.72,0.23,222.73,11.52,9.03,6.53,4.32,4.76,232.96,225.52,218.26,218.23,1017.72,23.55,-9.98,41.57,1.38,-74.97,863.36,0,0,0,277.09,54.18
39,277.64,0.23,224.8,11.62,9.1,6.61,4.34,4.78,234.95,227.54,219.84,219.85,1017.66,21.46,-9.8,41.72,1.38,-75.95,863.31,0,0,0,277.01,55.25
34,277.56,0.23,226.8,11.65,9.13,6.65,4.33,4.78,236.87,229.43,221.43,221.48,1017.59,20.07,-9.54,41.81,1.37,-76.5,863.28,0,0,0,276.92,56.4
25,277.47,0.23,228.8,11.68,9.15,6.69,4.33,4.78,238.8,231.31,223.03,223.11,1017.52,18.69,-9.27,41.9,1.37,-77.05,863.25,0,0,0,276.84,57.55
23,276.58,0.22,230.14,11.64,9.2,6.79,4.25,4.7,237.38,231.8,222.66,223.15,1017.72,9.36,-5.73,39.72,1.26,-76.89,863.33,0,0,0,275.96,69.61
22,276.54,0.22,231.84,11.63,9.21,6.82,4.22,4.67,239.3,233.45,224.14,224.64,1017.62,7.6,-5.44,39.56,1.26,-77.5,863.26,0,0,0,275.91,70.78
24,276.51,0.21,233.51,11.58,9.2,6.85,4.17,4.62,241.29,235.07,225.57,226.07,1017.61,6.88,-5.14,39.17,1.27,-77.73,863.2,0,0,0,275.86,71.89
25,276.47,0.21,235.18,11.53,9.2,6.88,4.12,4.57,243.28,236.69,226.99,227.49,1017.6,6.14,-4.85,38.79,1.27,-77.97,863.15,0,0,0,275.81,72.99
23,276.44,0.2,236.85,11.48,9.19,6.91,4.07,4.52,245.27,238.31,228.42,228.92,1017.59,5.42,-4.55,38.4,1.28,-78.2,863.09,0,0,0,275.76,74.1
24,276.4,0.2,238.39,11.39,9.13,6.87,4.02,4.46,247.25,239.85,229.79,230.29,1017.58,4.69,-4.26,37.92,1.29,-78.54,863.05,0,0,0,275.7,75.24
25,276.35,0.19,239.8,11.27,9,6.76,3.95,4.39,249.2,241.31,231.1,231.62,1017.56,3.96,-3.98,37.34,1.3,-78.97,863.01,0,0,0,275.64,76.42
26,276.3,0.18,241.22,11.14,8.88,6.65,3.88,4.32,251.15,242.76,232.42,232.95,1017.54,3.24,-3.7,36.77,1.31,-79.4,862.99,0,0,0,275.57,77.59
25,276.25,0.17,242.63,11.02,8.75,6.54,3.81,4.25,253.1,244.22,233.73,234.28,1017.52,2.51,-3.42,36.19,1.32,-79.83,862.95,0,0,0,275.51,78.77
25,276.21,0.17,243.61,10.94,8.7,6.5,3.76,4.2,254.67,245.35,234.66,235.23,1017.51,2,-3.2,35.78,1.34,-80.01,862.91,0,0,0,275.45,79.8
24,276.18,0.17,244.16,10.91,8.71,6.53,3.73,4.17,255.85,246.14,235.18,235.81,1017.5,1.71,-3.03,35.54,1.35,-79.93,862.85,0,0,0,275.4,80.67
25,276.14,0.16,244.7,10.88,8.72,6.55,3.7,4.13,257.02,246.94,235.71,236.38,1017.49,1.41,-2.85,35.29,1.36,-79.84,862.79,0,0,0,275.34,81.53
25,276.11,0.16,245.25,10.85,8.73,6.58,3.67,4.1,258.2,247.73,236.25,236.96,1017.48,1.12,-2.69,35.05,1.37,-79.76,862.73,0,0,0,275.29,82.41
28,276.07,0.16,245.74,10.79,8.72,6.59,3.63,4.07,259.08,248.38,236.55,237.33,1017.46,0.99,-2.51,34.73,1.38,-79.55,862.68,0,0,0,275.23,83.21
23,276.02,0.16,246.18,10.71,8.69,6.57,3.6,4.04,259.66,248.88,236.63,237.49,1017.43,1.04,-2.33,34.34,1.38,-79.2,862.64,0,0,0,275.17,83.94
18,275.97,0.15,246.62,10.63,8.65,6.54,3.57,4,260.25,249.39,236.7,237.65,1017.4,1.09,-2.15,33.94,1.37,-78.85,862.61,0,0,0,275.11,84.67
15,275.92,0.15,247.06,10.55,8.62,6.52,3.54,3.97,260.83,249.89,236.78,237.81,1017.37,1.15,-1.97,33.55,1.37,-78.5,862.57,0,0,0,275.05,85.4
14,275.88,0.15,247.3,10.49,8.62,6.53,3.51,3.95,261.11,250.21,236.78,237.88,1017.37,1.26,-1.81,33.17,8.37,-78.18,862.56,0,0,0,275,86.01
12,275.85,0.15,247.33,10.45,8.65,6.58,3.49,3.92,261.1,250.34,236.69,237.87,1017.41,1.45,-1.68,32.8,22.36,-77.87,862.57,0,0,0,274.95,86.48
10,275.81,0.14,247.37,10.4,8.69,6.63,3.47,3.9,261.09,250.47,236.61,237.86,1017.44,1.64,-1.55,32.43,36.36,-77.56,862.58,0,0,0,274.91,86.96
9,275.78,0.14,247.4,10.36,8.72,6.68,3.45,3.87,261.08,250.6,236.52,237.85,1017.48,1.83,-1.42,32.06,50.35,-77.25,862.59,0,0,0,274.86,87.43
11,275.81,0.14,247.64,10.26,8.65,6.61,3.46,3.88,260.92,250.78,236.42,237.79,1017.42,2.09,-1.62,29.91,75.99,-77.8,862.6,0,0,0,274.94,87.2
10,275.89,0.15,248.08,10.12,8.46,6.42,3.51,3.91,260.62,250.99,236.29,237.68,1017.25,2.44,-2.15,25.97,113.26,-79.19,862.6,0,0,0,275.12,86.27
10,275.99,0.16,248.52,9.96,8.28,6.23,3.55,3.94,260.33,251.21,236.16,237.56,1017.08,2.79,-2.68,22.02,150.53,-80.58,862.6,0,0,0,275.31,85.34
8,276.08,0.17,248.96,9.82,8.09,6.04,3.6,3.97,260.03,251.42,236.03,237.45,1016.91,3.14,-3.21,18.08,187.8,-81.97,862.6,0,0,0,275.51,84.41
7,276.32,0.18,249.04,9.63,7.91,5.89,3.65,4,259.35,251.41,235.9,237.29,1016.66,3.3,-4.22,11.64,222.6,-84.03,862.6,0,0,0,275.84,82.7
8,276.71,0.19,248.75,9.4,7.73,5.77,3.7,4.04,258.29,251.18,235.76,237.07,1016.32,3.28,-5.71,2.7,254.91,-86.74,862.6,0,0,0,276.33,80.21
8,277.11,0.2,248.46,9.17,7.55,5.64,3.76,4.07,257.23,250.95,235.61,236.84,1015.97,3.26,-7.21,-6.25,287.22,-89.45,862.59,0,0,0,276.81,77.72
10,277.5,0.21,248.17,8.94,7.37,5.52,3.81,4.1,256.17,250.72,235.47,236.62,1015.63,3.24,-8.7,-15.19,319.53,-92.16,862.59,0,0,0,277.3,75.23
14,278,0.22,247.69,8.69,7.16,5.39,3.83,4.09,255.15,250.29,235.23,236.32,1015.23,2.99,-10.78,-26.26,351.51,-95.15,862.59,0,0,0,277.88,72.53
15,278.6,0.22,247,8.39,6.9,5.26,3.81,4.06,254.18,249.67,234.91,235.95,1014.76,2.51,-13.44,-39.46,383.14,-98.41,862.6,0,0,0,278.55,69.61
16,279.21,0.23,246.31,8.11,6.66,5.12,3.79,4.02,253.2,249.06,234.58,235.57,1014.29,2.03,-16.1,-52.65,414.78,-101.66,862.6,0,0,0,279.22,66.68
24,279.81,0.23,245.62,7.81,6.41,4.99,3.77,3.99,252.23,248.44,234.25,235.2,1013.82,1.55,-18.76,-65.85,446.41,-104.92,862.61,0,0,0,279.89,63.76
26,280.41,0.23,244.63,7.55,6.21,4.92,3.76,3.97,250.97,247.41,233.76,234.67,1013.42,1.35,-21.79,-78.54,473.82,-108.21,862.59,0,0,0,280.57,61.07
28,281.01,0.23,243.35,7.3,6.05,4.92,3.77,3.97,249.43,245.97,233.12,233.99,1013.09,1.44,-25.19,-90.72,497,-111.53,862.54,0,0,0,281.26,58.6
25,281.62,0.24,242.06,7.06,5.9,4.93,3.78,3.97,247.88,244.52,232.49,233.3,1012.76,1.52,-28.6,-102.89,520.17,-114.86,862.49,0,0,0,281.95,56.14
22,282.22,0.24,240.78,6.81,5.75,4.93,3.79,3.97,246.34,243.08,231.85,232.62,1012.42,1.61,-32,-115.07,543.35,-118.18,862.44,0,0,0,282.64,53.67
21,282.81,0.25,239.65,6.64,5.68,4.96,3.85,4.03,244.82,241.76,231.21,231.93,1012.1,2.25,-36.25,-126.84,559.28,-121.09,862.38,0,0,0,283.35,51.23
21,283.39,0.26,238.67,6.54,5.69,5.02,3.98,4.16,243.32,240.55,230.56,231.22,1011.78,3.46,-41.36,-138.2,567.97,-123.6,862.31,0,0,0,284.07,48.81
18,283.96,0.27,237.69,6.43,5.69,5.09,4.1,4.28,241.82,239.34,229.92,230.5,1011.46,4.68,-46.46,-149.57,576.66,-126.11,862.24,0,0,0,284.8,46.4
19,284.54,0.28,236.71,6.33,5.7,5.15,4.23,4.41,240.32,238.13,229.27,229.79,1011.14,5.88,-51.57,-160.93,585.35,-128.62,862.17,0,0,0,285.52,43.98
17,284.97,0.3,235.35,6.34,5.79,5.27,4.38,4.57,238.66,236.67,228.83,229.3,1010.8,9.21,-57.05,-171.76,588.34,-130.55,862.03,0,0,0,286.1,41.94
15,285.25,0.33,233.6,6.47,5.96,5.46,4.57,4.76,236.84,234.96,228.61,229.03,1010.43,14.66,-62.91,-182.05,585.63,-131.92,861.82,0,0,0,286.54,40.28
11,285.54,0.35,231.85,6.59,6.14,5.65,4.77,4.96,235.03,233.25,228.38,228.75,1010.06,20.1,-68.78,-192.35,582.93,-133.29,861.62,0,0,0,286.97,38.61
12,285.82,0.38,230.1,6.72,6.31,5.84,4.96,5.15,233.21,231.54,228.15,228.48,1009.69,25.55,-74.64,-202.64,580.22,-134.66,861.41,0,0,0,287.41,36.95
12,286.04,0.4,228.52,6.86,6.47,6,5.13,5.33,231.58,229.94,227.78,228.07,1009.64,30.48,-79.09,-207.56,571.52,-135.38,861.23,0,0,0,287.73,35.68
8,286.21,0.42,227.11,7,6.62,6.13,5.29,5.5,230.13,228.47,227.28,227.52,1009.91,34.9,-82.13,-207.11,556.81,-135.46,861.07,0,0,0,287.93,34.79
6,286.38,0.44,225.69,7.15,6.77,6.27,5.46,5.67,228.69,227,226.78,226.97,1010.17,39.31,-85.16,-206.65,542.11,-135.54,860.91,0,0,0,288.14,33.9
9,286.1,0.48,227.23,7.44,7.04,6.46,5.83,6.07,230.63,228.82,228.75,228.93,1012.36,31.18,-76.28,-193.35,521.15,-132.88,862.17,0,0,0,287.63,36.49
11,286.28,0.49,225.34,7.49,7.09,6.52,5.88,6.13,228.79,226.95,228.02,228.16,1012.37,38.25,-77.89,-187.42,499.02,-132.56,862.03,0,0,0,287.82,35.76
12,286.4,0.49,222.97,7.58,7.19,6.63,5.92,6.17,226.5,224.62,226.75,226.83,1012.21,44.46,-78.93,-178.76,469.27,-131.43,861.91,0,0,0,287.93,35.25
12,286.53,0.5,220.59,7.68,7.29,6.73,5.95,6.21,224.21,222.3,225.48,225.51,1012.05,50.66,-79.98,-170.09,439.53,-130.3,861.8,0,0,0,288.04,34.74
13,286.65,0.5,218.22,7.77,7.39,6.84,5.99,6.25,221.92,219.97,224.21,224.18,1011.89,56.87,-81.02,-161.43,409.78,-129.17,861.68,0,0,0,288.15,34.23
15,286.71,0.51,216.19,7.9,7.51,6.95,6.05,6.31,219.83,217.91,222.57,222.5,1011.72,62.34,-80.57,-148.93,375.49,-127.15,861.52,0,0,0,288.16,33.95
19,286.72,0.52,214.5,8.05,7.65,7.06,6.12,6.4,217.93,216.09,220.56,220.47,1011.52,67.07,-78.63,-132.59,336.63,-124.24,861.32,0,0,0,288.09,33.88
34,286.72,0.53,212.82,8.2,7.8,7.17,6.2,6.49,216.04,214.28,218.55,218.44,1011.34,71.8,-76.68,-116.24,297.78,-121.33,861.11,0,0,0,288.02,33.8
33,286.73,0.54,211.13,8.35,7.94,7.28,6.27,6.58,214.14,212.47,216.54,216.41,1011.14,76.53,-74.74,-99.9,258.94,-118.42,860.91,0,0,0,287.95,33.74
35,286.67,0.54,209.4,8.58,8.15,7.45,6.33,6.65,212.35,210.71,214.69,214.54,1010.99,81.07,-72.13,-82.79,222.55,-114.98,860.72,0,0,0,287.8,33.95
31,286.56,0.54,207.61,8.88,8.42,7.66,6.38,6.72,210.67,208.99,213,212.85,1010.87,85.41,-68.84,-64.92,188.64,-111,860.53,0,0,0,287.57,34.44
34,286.44,0.55,205.83,9.19,8.69,7.88,6.43,6.78,209,207.26,211.31,211.16,1010.75,89.75,-65.55,-47.05,154.73,-107.03,860.34,0,0,0,287.34,34.94
43,286.33,0.55,204.04,9.49,8.96,8.09,6.48,6.85,207.32,205.54,209.62,209.47,1010.63,94.09,-62.26,-29.18,120.82,-103.05,860.15,0,0,0,287.11,35.43
37,286.15,0.55,202.58,9.8,9.21,8.24,6.49,6.88,205.95,204.12,208.04,207.88,1010.54,96.38,-58,-13.4,91.22,-99.2,859.98,0,0,0,286.81,36.29
36,285.9,0.54,201.44,10.12,9.45,8.33,6.47,6.88,204.9,203,206.56,206.38,1010.49,96.62,-52.75,0.28,65.94,-95.49,859.83,0,0,0,286.45,37.51
36,285.65,0.54,200.3,10.43,9.67,8.41,6.45,6.89,203.85,201.87,205.07,204.89,1010.44,96.86,-47.5,13.95,40.67,-91.78,859.67,0.01,0,0.01,286.09,38.73
40,285.4,0.53,199.16,10.75,9.9,8.5,6.43,6.89,202.81,200.75,203.59,203.4,1010.39,97.1,-42.25,27.63,15.39,-88.07,859.52,0.01,0,0.01,285.73,39.95
54,285.12,0.53,198.58,11.13,10.18,8.63,6.45,6.92,202.29,200.19,202.52,202.34,1010.39,97.38,-38.66,36.39,2.63,-84.46,859.42,0.01,0,0.01,285.38,41.32
51,284.8,0.54,198.56,11.56,10.5,8.81,6.5,6.99,202.3,200.19,201.86,201.7,1010.45,97.71,-36.72,40.22,2.38,-80.97,859.39,0.01,0,0.01,285.02,42.84
56,284.48,0.55,198.53,12,10.83,9,6.56,7.05,202.32,200.18,201.2,201.05,1010.52,98.04,-34.79,44.06,2.13,-77.48,859.36,0.01,0,0,284.68,44.35
57,284.16,0.56,198.51,12.43,11.15,9.18,6.61,7.12,202.33,200.18,200.54,200.41,1010.58,98.37,-32.85,47.89,1.88,-74,859.33,0.01,0,0,284.32,45.87
59,283.84,0.57,199.09,12.76,11.4,9.33,6.7,7.21,202.79,200.68,200.28,200.18,1010.54,98.63,-31.29,49.06,1.73,-71.18,859.28,0.01,0,0,284,47.51
60,283.53,0.59,200.25,12.98,11.57,9.44,6.82,7.34,203.7,201.68,200.44,200.37,1010.41,98.82,-30.11,47.55,1.67,-69.04,859.22,0.02,0,0.01,283.69,49.27
57,283.21,0.62,201.43,13.2,11.75,9.55,6.94,7.46,204.61,202.68,200.58,200.55,1010.28,99.02,-28.94,46.05,1.62,-66.9,859.15,0.03,0.01,0.01,283.39,51.04
58,282.9,0.64,202.59,13.42,11.92,9.66,7.06,7.59,205.52,203.68,200.74,200.74,1010.15,99.21,-27.76,44.54,1.56,-64.76,859.09,0.04,0.01,0.02,283.08,52.8
63,282.6,0.67,203.5,13.64,12.12,9.84,7.19,7.72,206.31,204.53,200.92,200.96,1010.04,99.35,-27.06,42.2,1.51,-63.12,858.99,0.05,0.02,0.03,282.81,54.46
62,282.33,0.7,204.13,13.87,12.36,10.08,7.34,7.87,206.99,205.25,201.15,201.22,1009.97,99.43,-26.85,39.01,1.47,-61.98,858.86,0.08,0.03,0.04,282.58,56.02
62,282.05,0.73,204.77,14.1,12.59,10.31,7.48,8.02,207.68,205.96,201.38,201.47,1009.89,99.52,-26.63,35.82,1.44,-60.84,858.72,0.1,0.05,0.05,282.35,57.57
62,281.78,0.76,205.4,14.33,12.81,10.55,7.63,8.17,208.36,206.67,201.61,201.73,1009.82,99.6,-26.42,32.63,1.4,-59.7,858.59,0.13,0.06,0.06,282.12,59.13
63,281.52,0.78,205.86,14.5,12.98,10.73,7.75,8.29,208.84,207.17,201.78,201.93,1009.74,99.68,-25.07,29.55,1.36,-58.51,858.44,0.19,0.09,0.09,281.88,60.81
63,281.27,0.8,206.14,14.61,13.09,10.84,7.85,8.39,209.12,207.46,201.91,202.07,1009.66,99.76,-22.59,26.58,1.32,-57.27,858.29,0.28,0.14,0.14,281.65,62.62
64,281.03,0.83,206.42,14.72,13.2,10.96,7.95,8.5,209.39,207.75,202.03,202.2,1009.58,99.83,-20.1,23.61,1.29,-56.04,858.14,0.37,0.19,0.18,281.42,64.44
62,280.78,0.85,206.7,14.83,13.31,11.07,8.05,8.6,209.67,208.04,202.16,202.34,1009.5,99.91,-17.62,20.64,1.25,-54.8,857.99,0.46,0.24,0.23,281.19,66.25
63,280.57,0.87,206.82,14.98,13.44,11.21,8.14,8.69,209.8,208.17,202.3,202.49,1009.41,99.95,-16.8,18.55,1.2,-53.3,857.83,0.52,0.27,0.26,280.99,67.87
63,280.38,0.89,206.78,15.15,13.61,11.37,8.21,8.77,209.77,208.13,202.46,202.64,1009.3,99.95,-17.63,17.35,1.14,-51.54,857.65,0.55,0.28,0.28,280.79,69.32
63,280.19,0.91,206.73,15.32,13.77,11.53,8.29,8.85,209.74,208.09,202.62,202.79,1009.2,99.95,-18.47,16.14,1.07,-49.77,857.48,0.57,0.29,0.29,280.61,70.77
60,280,0.93,206.69,15.49,13.94,11.69,8.36,8.93,209.71,208.05,202.78,202.94,1009.09,99.95,-19.3,14.94,1.01,-48.01,857.32,0.6,0.3,0.31,280.42,72.22
62,279.85,0.95,206.98,15.56,13.99,11.72,8.42,8.99,209.91,208.27,203.18,203.32,1008.99,99.95,-19.27,14.49,0.96,-46.38,857.15,0.62,0.31,0.32,280.24,73.57
64,279.72,0.95,207.6,15.52,13.92,11.62,8.47,9.04,210.34,208.75,203.83,203.93,1008.89,99.95,-18.37,14.8,0.92,-44.88,856.98,0.65,0.34,0.32,280.08,74.82
65,279.58,0.97,208.22,15.47,13.86,11.52,8.51,9.09,210.77,209.24,204.47,204.54,1008.79,99.95,-17.48,15.1,0.88,-43.37,856.81,0.68,0.36,0.31,279.92,76.08
63,279.45,0.97,208.84,15.43,13.79,11.42,8.56,9.14,211.2,209.72,205.12,205.15,1008.69,99.95,-16.58,15.41,0.84,-41.87,856.64,0.71,0.39,0.31,279.76,77.33
63,279.35,0.98,209.68,15.41,13.76,11.37,8.57,9.15,212.01,210.52,206.19,206.17,1008.56,99.89,-15.73,15.97,0.81,-40.65,856.47,0.69,0.39,0.29,279.63,78.42
64,279.28,0.98,210.73,15.4,13.75,11.37,8.56,9.14,213.22,211.65,207.69,207.62,1008.4,99.77,-14.95,16.79,0.79,-39.72,856.28,0.63,0.36,0.26,279.53,79.35
62,279.2,0.97,211.78,15.39,13.75,11.37,8.54,9.12,214.44,212.78,209.18,209.07,1008.23,99.64,-14.16,17.6,0.76,-38.79,856.09,0.57,0.34,0.23,279.43,80.28
64,279.13,0.97,212.83,15.38,13.74,11.37,8.53,9.11,215.65,213.91,210.68,210.52,1008.07,99.52,-13.37,18.42,0.74,-37.86,855.9,0.51,0.31,0.2,279.33,81.21
64,279.07,0.96,214.47,15.29,13.65,11.28,8.48,9.06,217.46,215.64,212.81,212.59,1007.95,99.07,-12.63,19.35,0.74,-37.03,855.76,0.47,0.3,0.18,279.26,81.91
63,279.03,0.95,216.69,15.11,13.46,11.1,8.41,8.99,219.88,217.99,215.58,215.29,1007.87,98.29,-11.94,20.39,0.75,-36.3,855.65,0.46,0.3,0.17,279.21,82.39
63,278.99,0.93,218.92,14.94,13.27,10.91,8.34,8.92,222.31,220.33,218.34,217.98,1007.79,97.52,-11.25,21.42,0.76,-35.57,855.54,0.46,0.29,0.17,279.16,82.86
62,279.59,0.86,235.72,14.68,12.78,10.3,8.09,8.69,240.73,238.18,235.78,235.45,1009.13,56.5,-12.28,43.11,1.23,-55.39,856.73,0.01,0.01,0,279.48,81.09
62,279.55,0.86,237.27,14.66,12.76,10.28,8.1,8.7,242.33,239.78,237.61,237.24,1009.03,51.26,-12.89,43.87,1.26,-58.93,856.6,0.01,0.01,0,279.46,80.48
60,279.48,0.88,238.86,14.72,12.82,10.37,8.14,8.73,243.99,241.44,239.5,239.1,1008.9,47.87,-13.72,44.34,1.26,-61.79,856.47,0.01,0.01,0,279.4,79.68
59,279.4,0.89,240.45,14.77,12.89,10.45,8.17,8.77,245.65,243.1,241.39,240.96,1008.77,44.49,-14.54,44.81,1.26,-64.65,856.34,0,0,0.01,279.36,78.88
54,279.33,0.9,242.04,14.83,12.96,10.54,8.21,8.8,247.31,244.76,243.28,242.82,1008.64,41.1,-15.37,45.28,1.26,-67.51,856.2,0,0,0.01,279.3,78.08
52,279.21,0.92,244.23,14.88,13.02,10.59,8.32,8.91,249.26,246.83,245.55,245.07,1008.61,39.01,-17.11,45.14,1.27,-69.86,856.14,0,0,0.01,279.22,76.75
51,279.05,0.96,247.01,14.93,13.06,10.61,8.5,9.09,251.51,249.32,248.19,247.72,1008.68,38.2,-19.77,44.39,1.3,-71.71,856.15,0.01,0.01,0.01,279.1,74.88
48,278.88,1,249.78,14.98,13.11,10.62,8.67,9.28,253.76,251.81,250.83,250.37,1008.75,37.4,-22.42,43.64,1.33,-73.55,856.15,0.01,0.01,0.01,278.97,73.01
46,278.72,1.04,252.56,15.03,13.15,10.64,8.85,9.46,256.01,254.3,253.47,253.02,1008.82,36.59,-25.08,42.89,1.36,-75.4,856.16,0.02,0.02,0.01,278.85,71.14
41,278.54,1.09,254.89,15.19,13.31,10.79,9.04,9.65,258.05,256.5,255.78,255.34,1008.88,36.46,-27.11,40.55,1.38,-76.51,856.14,0.02,0.02,0.01,278.71,69.53
45,278.33,1.14,256.78,15.46,13.59,11.06,9.22,9.85,259.88,258.42,257.76,257.34,1008.9,37.01,-28.5,36.62,1.4,-76.88,856.11,0.02,0.02,0.01,278.56,68.17
43,278.12,1.19,258.67,15.74,13.88,11.34,9.41,10.04,261.71,260.33,259.73,259.34,1008.93,37.56,-29.9,32.69,1.41,-77.26,856.07,0.02,0.01,0,278.41,66.81
39,277.91,1.24,260.56,16.01,14.16,11.61,9.6,10.24,263.54,262.25,261.71,261.34,1008.97,38.11,-31.29,28.76,1.43,-77.63,856.04,0.02,0.01,0,278.26,65.45
29,277.69,1.28,262.48,16.18,14.35,11.81,9.74,10.38,265.28,264.1,263.47,263.12,1009.11,38.71,-32.12,25.21,1.44,-77.65,856.07,0.02,0.01,0,278.07,64.47
35,277.44,1.3,264.42,16.24,14.44,11.94,9.81,10.46,266.95,265.88,265,264.66,1009.36,39.37,-32.37,22.04,1.42,-77.31,856.17,0.02,0.01,0,277.85,63.85
38,277.19,1.32,266.37,16.29,14.53,12.07,9.88,10.53,268.61,267.66,266.53,266.22,1009.61,40.02,-32.63,18.87,1.42,-76.98,856.28,0.01,0.01,0,277.62,63.24
40,276.94,1.34,268.31,16.35,14.62,12.2,9.95,10.61,270.28,269.44,268.06,267.77,1009.86,40.68,-32.88,15.7,1.4,-76.64,856.38,0.01,0.01,0,277.4,62.63
32,276.72,1.35,269.84,16.44,14.74,12.35,9.99,10.65,271.73,270.93,269.39,269.11,1010.16,42.44,-32.68,13.05,6.08,-75.65,856.54,0.01,0.01,0,277.19,62.33
26,276.51,1.35,270.97,16.55,14.89,12.54,9.98,10.64,272.97,272.14,270.52,270.26,1010.52,45.31,-32.01,10.91,15.45,-74,856.77,0.01,0.01,0,276.98,62.34
35,276.3,1.36,272.1,16.66,15.04,12.73,9.97,10.64,274.2,273.34,271.65,271.41,1010.88,48.18,-31.34,8.76,24.81,-72.36,856.99,0.01,0.01,0,276.78,62.34
39,276.09,1.36,273.23,16.77,15.2,12.92,9.96,10.63,275.44,274.55,272.79,272.56,1011.24,51.05,-30.67,6.62,34.18,-70.71,857.22,0.01,0.01,0,276.57,62.35
43,275.93,1.36,274.51,16.75,15.23,13.01,9.96,10.63,276.65,275.77,273.82,273.61,1011.43,54.21,-30.16,-0.24,52.76,-68.94,857.4,0.01,0.01,0,276.42,62.42
42,275.82,1.36,275.95,16.6,15.14,13,9.95,10.62,277.83,277.02,274.77,274.57,1011.45,57.67,-29.79,-11.82,80.56,-67.04,857.53,0.01,0.01,0,276.33,62.55
43,275.7,1.37,277.4,16.44,15.06,12.99,9.94,10.61,279,278.27,275.71,275.52,1011.48,61.13,-29.43,-23.39,108.37,-65.15,857.67,0.01,0.01,0,276.23,62.69
43,275.59,1.37,278.84,16.29,14.97,12.98,9.93,10.59,280.18,279.52,276.66,276.48,1011.5,64.59,-29.06,-34.97,136.17,-63.25,857.8,0.01,0.01,0,276.14,62.82
43,275.54,1.38,279.95,16.22,14.97,13.06,9.96,10.63,281.2,280.57,277.53,277.4,1011.57,65.63,-29.3,-48,163.04,-62.7,857.95,0.01,0.01,0,276.12,62.71
42,275.56,1.4,280.74,16.25,15.07,13.22,10.05,10.71,282.05,281.41,278.35,278.27,1011.71,64.26,-30.14,-62.47,188.99,-63.51,858.1,0.01,0.01,0,276.19,62.34
43,275.58,1.43,281.52,16.28,15.15,13.39,10.14,10.8,282.9,282.25,279.15,279.14,1011.83,62.89,-30.97,-76.95,214.93,-64.32,858.26,0,0,0,276.25,61.98
41,275.6,1.45,282.31,16.31,15.25,13.55,10.23,10.88,283.75,283.09,279.97,280.01,1011.97,61.52,-31.81,-91.42,240.88,-65.13,858.41,0,0,0,276.32,61.61
41,275.67,1.46,283.27,16.29,15.26,13.6,10.27,10.92,284.71,284.06,280.99,281.07,1012.01,59.59,-33.07,-107.76,269.4,-66.89,858.55,0,0,0,276.45,61
41,275.79,1.46,284.41,16.23,15.2,13.55,10.27,10.91,285.78,285.17,282.22,282.3,1011.98,57.11,-34.75,-125.95,300.49,-69.62,858.65,0,0,0,276.64,60.15
40,275.9,1.47,285.56,16.17,15.14,13.5,10.27,10.91,286.86,286.27,283.45,283.54,1011.95,54.62,-36.42,-144.14,331.59,-72.35,858.76,0.01,0.01,0.01,276.84,59.29
