power,T,MOMF,DIRECTION32,WS30,WS31,WS32,WS10,WS10S,DIRECTION30,DIRECTION31,DIR10,DIR10S,MSLP,CLC,SENF,LATF,SWR,LWR,PS,PRT,PRL,PRC,T2M,RH2M
53,273.27,0.24,241.69,13.17,10.68,8.13,4.55,5.04,245.98,242.27,235.04,235.59,1019.22,0.02,-7.9,65.97,1.71,-91.16,862.21,0,0,0,271.98,49.86
52,273.19,0.26,242.26,13.45,10.89,8.29,4.62,5.13,246.48,242.78,235.36,235.94,1019.19,0.02,-7.97,67.57,1.71,-90.52,862.15,0,0,0,271.9,50.72
52,273.12,0.27,242.91,13.65,11.03,8.41,4.7,5.2,246.98,243.33,235.7,236.31,1019.14,0.03,-8.04,68.7,1.7,-89.93,862.09,0,0,0,271.85,51.59
52,273.05,0.28,243.57,13.85,11.18,8.52,4.77,5.28,247.47,243.88,236.04,236.67,1019.1,0.04,-8.12,69.83,1.69,-89.34,862.02,0,0,0,271.79,52.47
52,272.98,0.28,244.22,14.05,11.32,8.62,4.84,5.35,247.97,244.43,236.38,237.04,1019.04,0.05,-8.19,70.96,1.68,-88.75,861.96,0,0,0,271.74,53.34
49,272.92,0.29,244.54,14.23,11.49,8.77,4.9,5.42,248.28,244.74,236.56,237.23,1018.95,0.05,-8.24,71.8,1.68,-88.27,861.87,0,0,0,271.69,54.12
44,272.88,0.3,244.53,14.39,11.68,8.95,4.96,5.48,248.4,244.81,236.57,237.24,1018.83,0.06,-8.27,72.37,1.67,-87.89,861.75,0,0,0,271.66,54.81
47,272.83,0.32,244.51,14.55,11.87,9.13,5.01,5.54,248.53,244.87,236.58,237.25,1018.69,0.06,-8.3,72.94,1.67,-87.51,861.63,0,0,0,271.63,55.51
45,272.79,0.33,244.5,14.71,12.06,9.31,5.07,5.6,248.65,244.94,236.59,237.26,1018.57,0.07,-8.33,73.51,1.66,-87.13,861.51,0,0,0,271.6,56.2
50,272.74,0.33,244.83,14.75,12.13,9.36,5.12,5.65,248.97,245.23,236.69,237.38,1018.44,0.07,-8.36,73.65,1.66,-86.84,861.38,0,0,0,271.58,56.93
50,272.67,0.34,245.51,14.67,12.06,9.27,5.16,5.69,249.5,245.75,236.88,237.6,1018.31,0.06,-8.37,73.36,1.66,-86.66,861.24,0,0,0,271.55,57.68
46,272.6,0.35,246.2,14.59,11.99,9.19,5.2,5.74,250.04,246.27,237.06,237.81,1018.18,0.04,-8.38,73.08,1.65,-86.47,861.1,0,0,0,271.53,58.44
45,272.53,0.36,246.88,14.51,11.92,9.1,5.24,5.78,250.57,246.79,237.25,238.03,1018.05,0.04,-8.38,72.79,1.65,-86.28,860.96,0,0,0,271.5,59.19
42,272.48,0.36,247.46,14.49,11.92,9.1,5.26,5.8,251.21,247.34,237.62,238.42,1017.91,0.03,-8.34,72.18,1.65,-86.12,860.83,0,0,0,271.48,59.88
45,272.44,0.36,247.94,14.52,11.98,9.18,5.25,5.79,251.98,247.92,238.17,238.98,1017.76,0.04,-8.25,71.23,1.65,-85.99,860.7,0,0,0,271.45,60.48
46,272.41,0.36,248.41,14.55,12.05,9.25,5.25,5.78,252.74,248.49,238.72,239.54,1017.6,0.05,-8.15,70.28,1.65,-85.86,860.58,0,0,0,271.43,61.09
48,272.37,0.36,248.89,14.58,12.11,9.33,5.24,5.77,253.51,249.07,239.26,240.1,1017.45,0.06,-8.06,69.33,1.65,-85.73,860.45,0,0,0,271.4,61.7
51,272.33,0.36,249.5,14.53,12.07,9.31,5.21,5.74,254.44,249.77,239.91,240.76,1017.34,0.07,-7.92,68.17,1.65,-85.58,860.36,0,0,0,271.37,62.34
52,272.28,0.35,250.25,14.4,11.92,9.19,5.16,5.68,255.53,250.59,240.65,241.52,1017.28,0.11,-7.75,66.79,1.65,-85.41,860.3,0,0,0,271.33,63.01
47,272.23,0.34,250.99,14.27,11.78,9.08,5.1,5.63,256.63,251.42,241.4,242.29,1017.23,0.13,-7.57,65.4,1.65,-85.24,860.24,0,0,0,271.3,63.67
50,272.69,0.35,254.14,13.42,11.2,8.71,5.09,5.62,259.77,255.39,245.9,246.7,1017.11,0.01,-7.75,61.6,1.62,-86.26,859.99,0,0,0,271.93,63.52
44,272.62,0.33,254.48,13.28,11.07,8.62,5.01,5.54,260.64,255.84,246.16,247,1017.07,0,-7.44,60.18,1.62,-86.05,859.9,0,0,0,271.85,64.26
44,272.56,0.32,254.6,13.18,11,8.59,4.94,5.46,261.35,256.11,246.26,247.12,1017.08,0,-7.14,58.85,1.62,-85.8,859.84,0,0,0,271.78,64.95
49,272.5,0.31,254.71,13.08,10.93,8.56,4.86,5.38,262.07,256.38,246.35,247.25,1017.09,0,-6.86,57.53,1.63,-85.55,859.79,0,0,0,271.71,65.64
50,272.44,0.3,254.83,12.98,10.86,8.53,4.79,5.3,262.78,256.65,246.45,247.38,1017.1,0,-6.56,56.2,1.63,-85.3,859.73,0,0,0,271.64,66.33
46,272.37,0.28,255.13,12.81,10.68,8.38,4.7,5.21,263.49,257,246.64,247.59,1017.14,0,-6.27,54.68,1.63,-85.05,859.71,0,0,0,271.56,67.06
49,272.28,0.27,255.61,12.59,10.4,8.11,4.6,5.09,264.19,257.45,246.91,247.88,1017.2,0,-5.97,52.96,1.63,-84.79,859.74,0,0,0,271.47,67.85
51,272.19,0.26,256.09,12.36,10.13,7.83,4.49,4.99,264.89,257.9,247.18,248.18,1017.27,0,-5.68,51.23,1.63,-84.52,859.77,0,0,0,271.38,68.63
60,272.1,0.25,256.57,12.12,9.85,7.56,4.39,4.88,265.59,258.36,247.45,248.47,1017.33,0,-5.38,49.51,1.63,-84.26,859.8,0,0,0,271.29,69.42
62,272.03,0.24,256.93,11.98,9.69,7.42,4.31,4.79,266.23,258.77,247.82,248.84,1017.41,0.03,-5.12,48.19,1.63,-83.99,859.83,0,0,0,271.21,70.13
53,271.97,0.23,257.16,11.93,9.66,7.41,4.24,4.71,266.8,259.16,248.28,249.3,1017.51,0.08,-4.9,47.26,1.63,-83.72,859.88,0,0,0,271.13,70.77
54,271.9,0.22,257.4,11.89,9.63,7.4,4.18,4.64,267.37,259.55,248.73,249.77,1017.6,0.13,-4.69,46.34,1.63,-83.44,859.93,0,0,0,271.06,71.41
54,271.84,0.21,257.63,11.84,9.6,7.39,4.11,4.58,267.94,259.94,249.19,250.23,1017.7,0.18,-4.47,45.41,1.63,-83.17,859.98,0,0,0,270.98,72.05
39,271.77,0.21,257.98,11.74,9.52,7.34,4.05,4.51,268.5,260.38,249.67,250.72,1017.78,0.33,-4.28,44.47,1.63,-82.87,859.99,0,0,0,270.9,72.69
41,271.7,0.2,258.43,11.59,9.4,7.23,3.98,4.44,269.05,260.88,250.18,251.22,1017.85,0.57,-4.11,43.52,1.64,-82.54,859.97,0,0,0,270.81,73.34
47,271.63,0.19,258.88,11.45,9.29,7.12,3.92,4.37,269.59,261.37,250.68,251.74,1017.92,0.8,-3.94,42.56,1.65,-82.22,859.96,0,0,0,270.73,73.98
55,271.56,0.18,259.33,11.3,9.17,7.01,3.85,4.3,270.14,261.86,251.19,252.25,1017.99,1.04,-3.77,41.61,1.66,-81.89,859.94,0,0,0,270.64,74.63
57,271.51,0.18,259.69,11.17,9.09,6.96,3.79,4.23,270.65,262.33,251.71,252.78,1018.05,1.17,-3.02,40.72,1.65,-81.57,859.93,0,0,0,270.56,75.22
60,271.46,0.17,259.98,11.05,9.06,6.96,3.72,4.17,271.14,262.79,252.25,253.32,1018.1,1.18,-1.69,39.89,1.62,-81.24,859.94,0,0,0,270.49,75.76
63,271.41,0.16,260.26,10.93,9.02,6.95,3.66,4.1,271.62,263.24,252.78,253.88,1018.16,1.2,-0.35,39.06,1.59,-80.91,859.96,0,0,0,270.41,76.29
62,271.36,0.15,260.55,10.81,8.99,6.95,3.59,4.03,272.11,263.7,253.32,254.42,1018.21,1.21,0.98,38.23,1.56,-80.58,859.97,0,0,0,270.34,76.83
62,271.31,0.15,261,10.68,8.9,6.87,3.55,3.98,272.5,264.19,253.85,254.96,1018.14,1.14,1.08,37.34,14.33,-80.42,859.96,0,0,0,270.28,77.25
61,271.25,0.15,261.61,10.54,8.75,6.72,3.52,3.95,272.8,264.7,254.36,255.47,1017.95,0.98,-0.07,36.37,39.89,-80.41,859.93,0,0,0,270.24,77.55
62,271.2,0.15,262.22,10.4,8.61,6.57,3.49,3.92,273.09,265.21,254.87,255.98,1017.76,0.81,-1.22,35.41,65.44,-80.39,859.89,0,0,0,270.2,77.85
60,271.14,0.15,262.82,10.26,8.46,6.42,3.46,3.89,273.39,265.72,255.37,256.49,1017.57,0.65,-2.37,34.44,91,-80.38,859.87,0,0,0,270.16,78.15
59,271.19,0.15,263.38,10.13,8.33,6.3,3.48,3.9,273.62,266.2,255.89,256.97,1017.36,0.64,-3.23,31.53,118.43,-81.14,859.84,0,0,0,270.27,77.64
57,271.34,0.16,263.89,10.01,8.21,6.23,3.53,3.94,273.78,266.65,256.4,257.42,1017.14,0.77,-3.81,26.68,147.72,-82.65,859.82,0,0,0,270.53,76.31
53,271.49,0.17,264.4,9.88,8.08,6.16,3.59,3.97,273.93,267.11,256.91,257.87,1016.92,0.9,-4.4,21.82,177.02,-84.17,859.79,0,0,0,270.79,74.97
55,271.63,0.18,264.91,9.76,7.96,6.09,3.64,4.01,274.09,267.56,257.42,258.32,1016.7,1.03,-4.98,16.97,206.31,-85.68,859.77,0,0,0,271.05,73.64
53,271.92,0.19,265.51,9.54,7.77,5.97,3.7,4.05,274.09,268.06,258.2,259.03,1016.39,1.51,-6.07,9.21,236.01,-87.67,859.76,0,0,0,271.44,71.77
44,272.36,0.2,266.23,9.22,7.52,5.79,3.78,4.1,273.92,268.59,259.23,260,1015.99,2.33,-7.67,-1.45,266.11,-90.14,859.77,0,0,0,271.96,69.34
46,272.78,0.21,266.94,8.89,7.26,5.61,3.84,4.14,273.75,269.12,260.26,260.97,1015.6,3.15,-9.26,-12.11,296.2,-92.6,859.78,0,0,0,272.49,66.91
55,273.21,0.22,267.64,8.57,7.01,5.43,3.92,4.19,273.57,269.65,261.29,261.94,1015.2,3.97,-10.86,-22.77,326.3,-95.07,859.79,0,0,0,273.01,64.48
49,273.67,0.23,268.05,8.3,6.81,5.34,3.96,4.21,273.4,269.91,262.05,262.65,1014.81,5.41,-12.49,-33.52,352.64,-97.64,859.81,0,0,0,273.56,62.19
49,274.15,0.24,268.15,8.07,6.67,5.33,3.97,4.21,273.22,269.91,262.53,263.1,1014.43,7.47,-14.14,-44.35,375.22,-100.31,859.83,0,0,0,274.13,60.04
47,274.62,0.24,268.24,7.85,6.54,5.33,3.98,4.21,273.05,269.92,263.01,263.55,1014.04,9.54,-15.79,-55.18,397.79,-102.99,859.85,0,0,0,274.71,57.88
47,275.1,0.25,268.34,7.62,6.4,5.32,3.99,4.21,272.87,269.92,263.49,264,1013.66,11.6,-17.44,-66.01,420.37,-105.66,859.87,0,0,0,275.28,55.73
48,275.6,0.26,268.97,7.42,6.3,5.33,4.06,4.27,272.98,270.35,264.2,264.69,1013.24,13.6,-19.69,-77.41,436.18,-108.05,859.86,0,0,0,275.88,53.65
46,276.12,0.27,270.13,7.24,6.23,5.36,4.19,4.4,273.39,271.2,265.14,265.62,1012.79,15.54,-22.52,-89.36,445.23,-110.16,859.82,0,0,0,276.51,51.64
50,276.63,0.29,271.28,7.07,6.17,5.39,4.31,4.53,273.81,272.05,266.08,266.55,1012.34,17.48,-25.36,-101.31,454.27,-112.26,859.78,0,0,0,277.14,49.64
52,277.15,0.3,272.44,6.89,6.1,5.42,4.44,4.66,274.22,272.9,267.02,267.48,1011.89,19.42,-28.19,-113.26,463.32,-114.37,859.74,0,0,0,277.77,47.63
51,277.59,0.32,273.34,6.81,6.11,5.46,4.56,4.79,274.68,273.66,268.05,268.49,1011.46,20.88,-30.62,-121.62,466.46,-116.04,859.66,0,0,0,278.3,45.99
51,277.94,0.34,273.97,6.82,6.17,5.54,4.7,4.92,275.2,274.33,269.18,269.59,1011.05,21.84,-32.66,-126.38,463.7,-117.29,859.54,0,0,0,278.73,44.7
52,278.28,0.35,274.61,6.84,6.25,5.61,4.82,5.05,275.72,274.99,270.3,270.68,1010.64,22.81,-34.68,-131.13,460.94,-118.54,859.43,0,0,0,279.16,43.42
52,278.63,0.37,275.24,6.85,6.31,5.67,4.96,5.18,276.24,275.66,271.43,271.78,1010.23,23.78,-36.71,-135.89,458.18,-119.79,859.31,0,0,0,279.59,42.13
52,278.93,0.39,275.91,6.89,6.38,5.74,5.08,5.31,276.81,276.35,272.45,272.78,1010.27,24.29,-38.51,-137.49,449.46,-120.77,859.23,0,0,0,279.95,41.07
50,279.17,0.4,276.62,6.94,6.43,5.79,5.19,5.42,277.43,277.06,273.37,273.69,1010.75,24.34,-40.08,-135.93,434.78,-121.49,859.18,0,0,0,280.24,40.23
47,279.41,0.41,277.33,6.99,6.48,5.85,5.3,5.54,278.05,277.77,274.29,274.59,1011.22,24.39,-41.66,-134.37,420.1,-122.2,859.14,0,0,0,280.53,39.39
38,279.76,0.49,257.51,8.14,7.57,6.76,5.83,6.13,259.06,258.18,257.9,257.84,1012.38,49.36,-45.63,-141.53,409.11,-122.04,859.67,0,0,0,280.92,36.4
32,279.94,0.51,258.19,8.25,7.67,6.86,5.92,6.22,259.75,258.88,258.85,258.77,1012.58,44.72,-46.16,-135.44,386.36,-122.18,859.61,0,0,0,281.11,36.18
39,280.05,0.52,258.76,8.37,7.78,6.96,6,6.31,260.38,259.51,259.66,259.57,1012.42,40.78,-46.1,-126.02,356.66,-121.85,859.5,0,0,0,281.19,36.15
50,280.17,0.53,259.33,8.5,7.9,7.07,6.08,6.39,261.02,260.14,260.47,260.38,1012.26,36.85,-46.05,-116.6,326.97,-121.52,859.4,0,0,0,281.29,36.13
50,280.28,0.54,259.9,8.62,8.01,7.17,6.16,6.48,261.65,260.77,261.28,261.18,1012.1,32.91,-45.99,-107.18,297.27,-121.19,859.29,0,0,0,281.38,36.1
57,280.34,0.54,260.63,8.74,8.12,7.25,6.22,6.55,262.33,261.49,262.1,261.99,1012.03,30.39,-45.15,-94.25,265.76,-120.46,859.21,0,0,0,281.38,36.24
53,280.34,0.54,261.51,8.86,8.22,7.33,6.27,6.61,263.05,262.3,262.93,262.81,1012.04,29.29,-43.52,-77.8,232.45,-119.34,859.14,0,0,0,281.29,36.55
51,280.35,0.55,262.39,8.99,8.32,7.39,6.32,6.67,263.78,263.11,263.75,263.64,1012.06,28.2,-41.89,-61.36,199.13,-118.23,859.07,0,0,0,281.21,36.86
55,280.35,0.55,263.27,9.11,8.42,7.46,6.37,6.73,264.5,263.92,264.58,264.46,1012.07,27.1,-40.26,-44.91,165.82,-117.11,859,0,0,0,281.12,37.17
56,280.31,0.54,264.16,9.26,8.52,7.5,6.35,6.73,265.38,264.83,265.48,265.34,1012.16,26.31,-37.97,-28.86,134.5,-115.8,858.96,0,0,0,280.97,37.65
57,280.23,0.52,265.07,9.43,8.62,7.5,6.26,6.66,266.42,265.83,266.43,266.29,1012.32,25.84,-35.01,-13.2,105.18,-114.31,858.94,0,0,0,280.75,38.3
58,280.14,0.5,265.98,9.61,8.73,7.49,6.18,6.59,267.45,266.83,267.38,267.24,1012.47,25.36,-32.06,2.47,75.85,-112.81,858.93,0,0,0,280.53,38.96
54,280.06,0.48,266.89,9.78,8.83,7.49,6.09,6.52,268.49,267.83,268.33,268.19,1012.63,24.89,-29.1,18.13,46.53,-111.32,858.91,0,0,0,280.31,39.61
51,279.9,0.45,267.7,9.97,8.92,7.46,5.94,6.38,269.54,268.79,269.11,268.97,1012.86,26.96,-26.21,29.66,28.16,-109.59,858.92,0,0,0,280.02,40.57
51,279.67,0.42,268.41,10.16,8.99,7.4,5.72,6.18,270.6,269.7,269.7,269.59,1013.16,31.58,-23.39,37.06,20.75,-107.63,858.97,0,0,0,279.66,41.83
47,279.43,0.38,269.12,10.35,9.07,7.35,5.5,5.96,271.66,270.61,270.3,270.22,1013.46,36.21,-20.57,44.45,13.33,-105.67,859.01,0,0,0,279.3,43.09
36,279.2,0.35,269.83,10.54,9.14,7.29,5.28,5.76,272.72,271.52,270.89,270.84,1013.76,40.83,-17.75,51.85,5.92,-103.71,859.06,0,0,0,278.94,44.35
35,278.98,0.32,270.28,10.74,9.25,7.3,5.12,5.6,273.56,272.2,271.17,271.15,1014.03,41.36,-15.74,55.83,2.2,-102.16,859.1,0,0,0,278.61,45.56
32,278.76,0.31,270.47,10.95,9.4,7.38,5.02,5.5,274.17,272.65,271.13,271.14,1014.26,37.8,-14.55,56.4,2.18,-101.02,859.13,0,0,0,278.31,46.72
31,278.56,0.29,270.65,11.16,9.54,7.45,4.92,5.4,274.79,273.09,271.08,271.13,1014.5,34.24,-13.36,56.96,2.17,-99.89,859.16,0,0,0,278.02,47.89
35,278.35,0.28,270.84,11.37,9.69,7.53,4.82,5.3,275.4,273.54,271.04,271.12,1014.73,30.68,-12.17,57.53,2.15,-98.75,859.19,0,0,0,277.72,49.05
37,278.12,0.27,271.19,11.55,9.79,7.57,4.77,5.25,275.94,273.98,271.03,271.15,1014.68,26.83,-11.37,58.32,2.1,-97.86,859.23,0,0,0,277.44,50.18
40,277.89,0.27,271.73,11.7,9.86,7.56,4.77,5.26,276.39,274.42,271.05,271.2,1014.36,22.68,-10.96,59.34,2.02,-97.22,859.26,0,0,0,277.16,51.28
41,277.66,0.27,272.25,11.86,9.93,7.56,4.76,5.26,276.85,274.85,271.06,271.26,1014.02,18.54,-10.54,60.37,1.93,-96.57,859.29,0,0,0,276.89,52.37
45,277.44,0.27,272.79,12.01,10.01,7.55,4.76,5.27,277.3,275.29,271.08,271.31,1013.7,14.39,-10.13,61.39,1.85,-95.93,859.32,0,0,0,276.62,53.47
48,277.24,0.27,273.03,12.15,10.08,7.59,4.76,5.27,277.64,275.56,271.04,271.3,1013.6,11.41,-9.82,62.06,1.8,-95.41,859.34,0,0,0,276.4,54.43
45,277.08,0.27,272.99,12.27,10.17,7.66,4.76,5.27,277.87,275.66,270.94,271.22,1013.73,9.59,-9.59,62.39,1.77,-95.01,859.35,0,0,0,276.21,55.25
55,276.91,0.28,272.96,12.4,10.25,7.74,4.77,5.28,278.1,275.76,270.84,271.15,1013.86,7.78,-9.36,62.71,1.75,-94.62,859.35,0,0,0,276.02,56.08
61,276.75,0.28,272.92,12.52,10.34,7.81,4.77,5.28,278.33,275.86,270.74,271.07,1013.99,5.96,-9.13,63.04,1.72,-94.22,859.36,0,0,0,275.83,56.9
60,276.6,0.28,272.97,12.61,10.39,7.86,4.78,5.29,278.55,275.97,270.66,271,1014.12,4.55,-8.93,63.31,1.7,-93.85,859.37,0,0,0,275.66,57.67
54,276.45,0.28,273.11,12.65,10.42,7.88,4.79,5.29,278.76,276.1,270.6,270.95,1014.25,3.54,-8.75,63.54,1.7,-93.51,859.4,0,0,0,275.5,58.38
48,276.29,0.28,273.26,12.71,10.44,7.9,4.79,5.3,278.98,276.22,270.55,270.89,1014.37,2.54,-8.56,63.76,1.69,-93.18,859.42,0,0,0,275.33,59.09
36,276.14,0.28,273.4,12.75,10.47,7.92,4.8,5.32,279.19,276.35,270.49,270.84,1014.5,1.53,-8.38,63.99,1.67,-92.84,859.45,0,0,0,275.17,59.8
32,276.01,0.28,273.56,12.78,10.48,7.94,4.8,5.31,279.52,276.57,270.55,270.9,1014.6,1.05,-8.19,63.94,1.67,-92.51,859.46,0,0,0,275.02,60.46
26,275.88,0.28,273.73,12.77,10.48,7.96,4.79,5.3,279.97,276.88,270.75,271.09,1014.67,1.08,-7.99,63.62,1.67,-92.2,859.46,0,0,0,274.89,61.07
28,275.76,0.28,273.89,12.77,10.49,7.97,4.78,5.29,280.42,277.2,270.94,271.28,1014.74,1.12,-7.8,63.31,1.67,-91.88,859.46,0,0,0,274.76,61.67
24,275.63,0.28,274.06,12.76,10.49,7.99,4.77,5.28,280.87,277.51,271.12,271.47,1014.81,1.15,-7.6,62.99,1.67,-91.57,859.46,0,0,0,274.63,62.28
27,275.5,0.28,274.5,12.71,10.43,7.94,4.75,5.25,281.39,277.96,271.43,271.76,1014.89,1.81,-7.44,62.42,1.68,-91.31,859.46,0,0,0,274.5,62.9
32,275.36,0.27,275.2,12.61,10.31,7.81,4.72,5.22,282,278.53,271.84,272.16,1014.96,3.11,-7.3,61.6,1.7,-91.11,859.46,0,0,0,274.37,63.54
34,275.21,0.27,275.91,12.5,10.18,7.68,4.69,5.2,282.62,279.11,272.25,272.55,1015.03,4.39,-7.18,60.77,1.71,-90.91,859.46,0,0,0,274.24,64.18
34,275.07,0.26,276.61,12.4,10.06,7.55,4.66,5.17,283.22,279.68,272.65,272.95,1015.1,5.69,-7.04,59.95,1.73,-90.71,859.46,0,0,0,274.11,64.82
30,274.94,0.26,277.03,12.33,9.98,7.48,4.63,5.13,283.78,280.14,273.03,273.31,1015.15,6.36,-6.76,59.08,1.74,-90.54,859.44,0,0,0,273.98,65.43
29,274.82,0.26,277.17,12.28,9.94,7.46,4.6,5.09,284.29,280.47,273.37,273.64,1015.17,6.4,-6.32,58.17,1.75,-90.4,859.39,0,0,0,273.87,66.02
21,274.71,0.25,277.3,12.22,9.9,7.45,4.56,5.06,284.8,280.81,273.71,273.97,1015.2,6.46,-5.89,57.27,1.77,-90.26,859.34,0,0,0,273.76,66.61
20,274.59,0.25,277.44,12.17,9.86,7.43,4.53,5.02,285.31,281.14,274.05,274.3,1015.22,6.5,-5.45,56.36,1.78,-90.12,859.29,0,0,0,273.65,67.2
16,274.47,0.25,277.63,12.12,9.8,7.38,4.49,4.98,285.75,281.43,274.36,274.6,1015.16,6.53,-5.25,55.43,1.78,-89.99,859.27,0,0,0,273.53,67.8
11,274.34,0.24,277.86,12.04,9.71,7.31,4.45,4.94,286.13,281.68,274.65,274.88,1015.02,6.52,-5.3,54.48,1.78,-89.87,859.26,0,0,0,273.41,68.41
11,274.21,0.24,278.1,11.97,9.63,7.24,4.42,4.91,286.5,281.92,274.94,275.16,1014.88,6.51,-5.36,53.54,1.79,-89.76,859.26,0,0,0,273.3,69.03
13,274.25,0.32,274.74,12.76,10.51,8.08,5.01,5.52,280.96,277.47,270.03,270.51,1015.42,0,-8.75,58.99,1.78,-94.18,859.89,0,0,0,273.56,62.82
11,274.12,0.32,275.23,12.65,10.41,8,4.95,5.46,281.61,278.04,270.64,271.14,1015.37,0.05,-8.53,57.67,1.78,-94.1,859.86,0,0,0,273.44,63.29
7,274,0.31,275.39,12.55,10.32,7.95,4.88,5.38,282.1,278.38,271.06,271.57,1015.42,0.14,-8.25,56.6,1.79,-93.98,859.84,0,0,0,273.32,63.74
15,273.88,0.3,275.56,12.44,10.23,7.89,4.81,5.31,282.59,278.71,271.48,272,1015.47,0.23,-7.97,55.53,1.8,-93.86,859.83,0,0,0,273.19,64.2
12,273.76,0.29,275.74,12.34,10.14,7.84,4.74,5.25,283.08,279.05,271.9,272.43,1015.52,0.32,-7.69,54.46,1.81,-93.74,859.81,0,0,0,273.07,64.65
10,273.63,0.28,275.82,12.21,10.02,7.73,4.68,5.17,283.33,279.18,272.03,272.57,1015.57,0.44,-7.44,53.31,1.81,-93.58,859.78,0,0,0,272.94,65.13
14,273.5,0.27,275.82,12.06,9.85,7.56,4.61,5.1,283.32,279.1,271.87,272.42,1015.61,0.59,-7.21,52.08,1.82,-93.4,859.73,0,0,0,272.81,65.63
21,273.36,0.26,275.82,11.91,9.68,7.4,4.54,5.03,283.32,279.03,271.71,272.26,1015.65,0.74,-6.97,50.86,1.82,-93.21,859.68,0,0,0,272.67,66.12
21,273.23,0.25,275.82,11.77,9.51,7.23,4.47,4.96,283.31,278.95,271.55,272.11,1015.69,0.89,-6.74,49.63,1.83,-93.02,859.63,0,0,0,272.54,66.62
17,273.11,0.25,275.71,11.7,9.43,7.16,4.42,4.9,283.42,278.87,271.46,272.01,1015.74,1.03,-6.56,48.71,1.83,-92.82,859.62,0,0,0,272.41,67.07
18,273,0.24,275.48,11.72,9.44,7.18,4.38,4.86,283.62,278.78,271.43,271.99,1015.8,1.17,-6.43,48.09,1.84,-92.62,859.62,0,0,0,272.3,67.48
13,272.89,0.24,275.26,11.73,9.45,7.2,4.34,4.81,283.84,278.7,271.4,271.96,1015.86,1.3,-6.3,47.47,1.85,-92.42,859.63,0,0,0,272.19,67.89
16,272.78,0.23,275.03,11.75,9.46,7.22,4.3,4.77,284.04,278.61,271.37,271.93,1015.92,1.44,-6.17,46.85,1.86,-92.22,859.64,0,0,0,272.08,68.3
21,272.68,0.23,274.76,11.76,9.44,7.21,4.26,4.73,284.13,278.45,271.24,271.79,1015.97,1.52,-6.03,46.31,1.85,-92.01,859.63,0,0,0,271.96,68.67
27,272.58,0.22,274.46,11.76,9.41,7.17,4.23,4.69,284.09,278.21,271.01,271.54,1016,1.54,-5.89,45.85,1.82,-91.79,859.59,0,0,0,271.86,69.01
22,272.48,0.22,274.14,11.76,9.38,7.13,4.19,4.66,284.06,277.98,270.78,271.29,1016.03,1.57,-5.76,45.4,1.79,-91.57,859.54,0,0,0,271.75,69.36
29,272.38,0.21,273.83,11.76,9.35,7.09,4.16,4.62,284.02,277.74,270.55,271.04,1016.06,1.59,-5.62,44.94,1.76,-91.35,859.5,0,0,0,271.63,69.7
24,272.29,0.21,273.2,11.77,9.34,7.09,4.12,4.58,283.74,277.24,269.99,270.48,1016.1,1.69,-5.5,44.59,1.8,-91.12,859.48,0,0,0,271.53,70
23,272.22,0.21,272.24,11.78,9.37,7.13,4.09,4.55,283.22,276.48,269.1,269.6,1016.16,1.86,-5.41,44.35,1.9,-90.88,859.48,0,0,0,271.44,70.25
22,272.15,0.2,271.29,11.8,9.4,7.18,4.06,4.53,282.71,275.72,268.2,268.71,1016.21,2.03,-5.31,44.12,2,-90.63,859.47,0,0,0,271.35,70.5
21,272.08,0.2,270.33,11.81,9.43,7.22,4.03,4.5,282.19,274.96,267.31,267.83,1016.27,2.2,-5.22,43.88,2.1,-90.39,859.47,0,0,0,271.26,70.75
24,272,0.2,269.64,11.83,9.42,7.21,4.04,4.5,281.57,274.23,266.31,266.85,1016.19,2.79,-5.21,43.62,14.69,-90.28,859.45,0,0,0,271.18,70.84
29,271.93,0.21,269.2,11.84,9.39,7.14,4.07,4.53,280.84,273.53,265.2,265.77,1015.96,3.77,-5.3,43.35,39.78,-90.29,859.41,0,0,0,271.13,70.79
36,271.86,0.21,268.78,11.84,9.35,7.07,4.1,4.55,280.12,272.83,264.1,264.7,1015.74,4.76,-5.39,43.09,64.87,-90.3,859.38,0,0,0,271.08,70.73
41,271.79,0.22,268.34,11.86,9.32,7,4.13,4.58,279.39,272.13,262.99,263.62,1015.51,5.75,-5.48,42.81,89.96,-90.31,859.34,0,0,0,271.03,70.68
45,271.84,0.23,268.16,11.84,9.31,7,4.21,4.66,278.75,271.68,262.26,262.92,1015.29,6.9,-6.03,39.47,117.45,-90.92,859.31,0,0,0,271.13,69.97
43,272.02,0.25,268.21,11.81,9.32,7.08,4.34,4.77,278.19,271.48,261.92,262.6,1015.08,8.19,-7.04,33.05,147.34,-92.11,859.29,0,0,0,271.36,68.61
48,272.19,0.27,268.26,11.77,9.33,7.14,4.46,4.88,277.64,271.28,261.58,262.27,1014.86,9.48,-8.06,26.63,177.23,-93.31,859.26,0,0,0,271.6,67.24
52,272.37,0.29,268.31,11.74,9.34,7.21,4.59,4.99,277.08,271.08,261.24,261.95,1014.65,10.77,-9.07,20.21,207.12,-94.5,859.24,0,0,0,271.83,65.88
51,272.66,0.31,268.4,11.6,9.3,7.24,4.71,5.11,276.44,270.95,261.25,261.95,1014.34,11.46,-10.5,10.92,236.96,-96.12,859.21,0,0,0,272.19,64.05
